model_condition,stratum,level,metric,n,mean,std,median,min,p10,p25,p75,p90,p95,max,positive,zero,negative,trimmed_mean_10pct,trimmed_mean_20pct,mean_drop_largest_1,mean_drop_largest_abs_1,mean_drop_largest_2,mean_drop_largest_abs_2,mean_drop_largest_5,mean_drop_largest_abs_5
deepseek_formal,event_family,export_limit_update,soc_direction_net_energy_kwh,12,818.4895833333334,1942.9909629187423,0.0,-0.0,0.0,0.0,3.906249999999999,3656.8750000000014,4821.874999999999,5750.0,4,8,0,407.1875,1.1718749999999998,370.17045454545456,370.17045454545456,0.9374999999999998,0.9374999999999998,0.0,0.0
deepseek_formal,event_family,export_limit_update,terminal_alignment_kwh,12,-462.84265350877155,1499.1836828963906,0.0,-5212.5,-316.33223684210384,0.0,0.0,2.9605263157901347,4.769736842106809,6.578947368423599,2,8,2,-34.8190789473682,0.0,-505.5173444976075,-31.05562200956894,-556.3980263157894,0.9868421052634858,-794.8543233082704,0.0
deepseek_formal,event_family,export_limit_update,alignment_total_violation_energy,12,-16825.84978070175,66584.9190136463,0.0,-227015.625,0.0,0.0,0.0,0.0,11297.442434210538,25105.427631579012,1,10,1,0.0,0.0,-20637.784090909092,2282.311602870819,-22701.5625,0.0,-32430.803571428572,0.0
deepseek_formal,event_family,forecast_revision,ED_kwh,12,1916.6666666666667,6639.5280956806955,0.0,0.0,0.0,0.0,0.0,0.0,10349.999999999984,23000.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,forecast_revision,ED_avg_kw,12,83.33333333333333,288.6751345948129,0.0,0.0,0.0,0.0,0.0,0.0,449.9999999999993,1000.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,forecast_revision,ED_per_soc_gap,12,25.555555555555557,88.52704127574263,0.0,0.0,0.0,0.0,0.0,0.0,137.9999999999998,306.6666666666667,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,forecast_revision,soc_direction_net_energy_kwh,12,958.3333333333334,3319.7640478403478,0.0,-0.0,0.0,0.0,0.0,0.0,5174.999999999992,11500.0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,forecast_revision,terminal_alignment_kwh,12,74.17763157894797,256.95885335972696,0.0,0.0,0.0,0.0,0.0,0.0,400.5592105263184,890.1315789473756,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,forecast_revision,alignment_total_violation_energy,12,3953.412828947374,13695.023766062917,0.0,0.0,0.0,0.0,0.0,0.0,21348.429276315786,47440.953947368485,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_formal,event_family,power_limit_derating,ED_kwh,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
