model_condition,stratum,level,metric,n,mean,std,median,min,p10,p25,p75,p90,p95,max,positive,zero,negative,trimmed_mean_10pct,trimmed_mean_20pct,mean_drop_largest_1,mean_drop_largest_abs_1,mean_drop_largest_2,mean_drop_largest_abs_2,mean_drop_largest_5,mean_drop_largest_abs_5
qwen37_plus_direct,soc_gap_direction,canonical_higher,ED_kwh,23,1608.5053608695653,2412.113818962295,1246.6800000000003,-5.1875,0.0,102.81350000000002,1490.2489,2270.0,6711.981999999995,10237.5,18,4,1,1029.3858315789475,1002.2220533333333,1216.2783318181819,1216.2783318181819,931.1020619047621,931.1020619047621,711.2857388888891,711.2857388888891
qwen37_plus_direct,soc_gap_direction,canonical_higher,ED_avg_kw,23,71.19098260869565,105.61124166139467,55.408000000000015,-0.25,0.0,5.014000000000001,66.8043,100.0,291.9339999999998,450.0,18,4,1,46.020136842105266,44.95884,53.97239090909091,53.97239090909091,41.6253619047619,41.6253619047619,31.896255555555555,31.896255555555555
qwen37_plus_direct,soc_gap_direction,canonical_higher,ED_per_soc_gap,23,22.142720782608695,43.04870880689768,12.499959999999998,-0.10375,0.0,1.5250700000000004,17.9301,40.55000000000002,69.34481999999998,204.75,18,4,1,12.241396210526316,10.989101866666667,13.842389909090912,13.842389909090912,11.070608476190477,11.070608476190477,7.91570988888889,7.915709888888888
qwen37_plus_direct,soc_gap_direction,canonical_higher,soc_direction_net_energy_kwh,23,997.2121347826085,1574.3660742278123,719.775,-2853.228750000001,76.81250000000003,249.76706249999995,1187.6865000000003,3226.2750000000005,3728.8214999999996,5118.75,21,0,2,915.7027815789476,752.6615233333333,809.8695045454544,809.8695045454544,669.094957142857,669.0949571428571,376.35828333333336,608.4359916666667
qwen37_plus_direct,soc_gap_direction,canonical_higher,terminal_alignment_kwh,23,117.6176564187647,1596.6072514407467,-7.088815789473188,-3511.5533289473656,-538.5392052631584,-200.93908552631598,206.12215625000022,1995.7473642500015,2463.9276315789475,4862.8125,11,0,12,84.05121687673157,-4.153554600876775,-98.07301828947325,-98.07301828947332,-220.24512003759355,64.47366317042636,-419.4520596271924,-46.35739607456112
qwen37_plus_direct,soc_gap_direction,canonical_higher,alignment_total_violation_energy,23,8383.177941450229,69173.81651728095,3683.59375,-147377.74372368425,-15308.684210526317,-3062.276019736835,6619.248190789513,84629.15371842115,109570.27105263156,220664.0625,13,2,8,6440.885467212608,2285.1426111008795,-1265.9531748474872,-1265.9531748474853,-6580.1429093640345,5691.751137001884,-14592.279767065056,1092.3552555957633
qwen37_plus_direct,soc_gap_direction,canonical_lower,ED_kwh,37,1370.2027048648647,3159.675202042023,0.18399999999989802,-178.0,-4.374439999999863,0.0,473.19800000000043,7680.608599999996,9742.499999999998,10237.500000000002,19,12,6,678.2082283870967,153.5195034782609,1123.888891111111,1123.888891111111,869.9285737142858,869.9285737142857,155.67136187500006,155.67136187500006
qwen37_plus_direct,soc_gap_direction,canonical_lower,ED_avg_kw,37,60.92013465465465,140.09421864060965,0.007999999999995566,-8.0,-0.19527999999999382,0.0,21.509000000000018,339.60799999999983,433.9999999999999,450.00000000000006,19,12,6,30.169838136200717,6.96489661835749,50.11236061728395,50.11236061728395,38.68699949206349,38.68699949206349,7.081343194444447,7.081343194444447
qwen37_plus_direct,soc_gap_direction,canonical_lower,ED_per_soc_gap,37,14.932729713513512,32.73346137576138,0.002453333333331974,-2.3733333333333335,-0.058325866666664845,0.0,8.997600000000006,90.19875899999998,97.42499999999998,102.37500000000001,19,12,6,8.29192686236559,2.334913089855073,12.503777761111111,12.503777761111113,10.00031426857143,10.00031426857143,2.2691917000000013,2.269191700000001
qwen37_plus_direct,soc_gap_direction,canonical_lower,soc_direction_net_energy_kwh,37,786.4142441216214,1673.3244806472733,166.875,-1701.0125000000003,-163.45475000000008,-0.09544999999998183,355.0874699999999,3854.4916499999968,4961.25,5365.815000000002,26,1,10,522.1094204032257,218.3848275,659.2086675694443,659.2086675694443,535.0074866428571,535.0074866428571,182.66485648437495,182.66485648437495
qwen37_plus_direct,soc_gap_direction,canonical_lower,terminal_alignment_kwh,37,-694.3649920506755,1569.6428217859268,-65.22249999999946,-4993.41325,-3546.4658324999973,-200.1416537500009,2.1850000000004,139.95310375000128,194.56104999999954,1485.350625,11,1,25,-425.85829091532247,-131.50441764673914,-754.912648079861,-574.9469848854166,-785.3730523107141,-455.49011302499986,-873.0070300664063,-124.82561717578125
qwen37_plus_direct,soc_gap_direction,canonical_lower,alignment_total_violation_energy,37,-28924.134885837833,67612.85014383653,-141.02999999998588,-215980.46875,-148574.61972374996,-2967.1875,36.40321000000688,2069.9864625000046,3511.3744999999994,58888.75,12,3,22,-16384.616113741933,-2924.44313401087,-31363.381688222224,-23728.12561183333,-32374.112236457146,-18467.760450742855,-35649.752267414064,-4311.769517804688
qwen37_plus_direct,event_family,battery_capacity_derating,ED_kwh,12,1421.0506666666668,2732.9767407868103,289.7190000000002,-4.289999999999793,-2.0463630789890883e-13,0.0,1491.2600000000002,2247.5,5591.2499999999945,9675.0,8,3,1,738.1898000000001,641.4872500000001,670.6916363636365,670.6916363636365,512.7608000000001,512.7608000000001,95.3811428571429,95.3811428571429
