tier,scenario_id,block_id,model_condition,branch,gate_type,gate_status,battery_correction_l1_kwh,curtailment_introduced_kwh,sign_change_intervals,zero_to_active_intervals,post_gate_feasible,post_gate_cost_usd,runtime_seconds,rescue_mechanism,expanded_distance_reduction_kwh
F1,v2e2_31906e8fff0262a0bd53,e2bv2_063e4dae2070d79d92fc,deepseek_formal,S2,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,5,True,363.3996630452206,0.019986458006314933,battery_action_and_mode_correction,0.0
F1,v2e2_31906e8fff0262a0bd53,e2bv2_063e4dae2070d79d92fc,deepseek_formal,S2,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,5,True,363.3996630452206,0.01890562500921078,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,C1,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.018550000007962808,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,C1,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.019292290991870686,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,C2,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.018550000007962808,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,C2,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.019292290991870686,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,S1,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.018550000007962808,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,S1,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.019292290991870686,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,S2,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.018550000007962808,battery_action_and_mode_correction,0.0
F1,v2e2_394e89f7d166924e9409,e2bv2_6de44f7f22478000b190,deepseek_formal,S2,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,681.4630366131712,0.019292290991870686,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,C1,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.01974862499628216,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,C1,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.019727958017028868,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,C2,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.01974862499628216,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,C2,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.019727958017028868,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,S1,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.01974862499628216,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,S1,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.019727958017028868,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,S2,battery_only,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.01974862499628216,battery_action_and_mode_correction,0.0
F1,v2e2_4029a98e7ae402335d31,e2bv2_c33c40c91f4db11dd9f8,deepseek_formal,S2,expanded_system,global_distance_optimum_lp_integral,157.89483684210526,0.0,0,4,True,200.7400702003913,0.019727958017028868,battery_action_and_mode_correction,0.0
F1,v2e2_47a354a03084871e0ca3,e2bv2_d73f619db0513777829b,deepseek_formal,C1,battery_only,global_distance_optimum_lp_integral,131.57904736842104,0.0,0,4,True,239.1766429154197,0.018512999988161027,battery_action_and_mode_correction,0.0
